FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,ColorID,Color,QUALITYCATEGORY,prediction,error,error_decile,abs_error_decile,relative_error,PREDICTION2
7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,1,White,Mid,6.045744,0.04574412923157389,4,0,0.007624021538595649,6.0
7.0,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56,9.8,6,1,White,Mid,5.9450107,-0.0549891698766638,4,0,-0.009164861646110634,6.0
7.0,0.22,0.26,2.8,0.036,44.0,132.0,0.99078,3.34,0.41,12.0,7,1,White,Mid,6.7607813,-0.2392187535007393,4,0,-0.034174107642962755,7.0
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8,1,White,High,7.0788755,-0.921124384440227,2,3,-0.11514054805502838,7.0
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8,1,White,High,7.0788755,-0.921124384440227,2,3,-0.11514054805502838,7.0
7.0,0.22,0.28,1.5,0.037,29.0,115.0,0.9927,3.11,0.55,10.5,6,1,White,Mid,6.139929,0.13992890240544487,4,0,0.02332148373424081,6.0
7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,6,1,White,Mid,6.319422,0.31942183421267867,5,1,0.05323697236877978,6.0
7.0,0.22,0.31,2.7,0.03,41.0,136.0,0.9898,3.16,0.37,12.7,7,1,White,Mid,6.8429484,-0.15705149065761148,4,0,-0.02243592723680164,7.0
7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,10.5,6,1,White,Mid,5.8231997,-0.1768000825646201,4,0,-0.029466680427436682,6.0
7.0,0.22,0.33,2.1,0.052,15.0,76.0,0.993,3.2,0.41,10.6,6,1,White,Mid,5.7019486,-0.2980513171594179,4,1,-0.04967521952656965,6.0
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,6,1,White,Mid,5.717534,-0.28246571761717476,4,1,-0.04707761960286246,6.0
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,1,White,Low,5.3760915,0.3760913295469299,5,1,0.07521826590938599,5.0
7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.99118,3.04,0.65,10.8,6,1,White,Mid,6.247943,0.2479429259360657,5,0,0.041323820989344284,6.0
7.0,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5,1,White,Low,5.6695247,0.6695247014436685,5,2,0.1339049402887337,6.0
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5,1,White,Low,5.5240483,0.524048278515755,5,1,0.104809655703151,6.0
7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8,5,1,White,Low,5.236956,0.2369559529967784,5,0,0.04739119059935568,5.0
7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8,5,1,White,Low,5.236956,0.2369559529967784,5,0,0.04739119059935568,5.0
7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,4,1,White,Low,5.1815004,1.181500203523278,7,4,0.2953750508808195,5.0
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,1,White,Mid,6.156205,0.15620514612294567,4,0,0.026034191020490944,6.0
7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.99436,3.2,0.39,9.9,5,1,White,Low,5.6295133,0.6295132840041946,5,2,0.12590265680083892,6.0
7.0,0.24,0.32,1.3,0.037,39.0,123.0,0.992,3.17,0.42,11.2,8,1,White,High,6.3677983,-1.6322018856488185,1,6,-0.20402523570610231,6.0
7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,6,1,White,Mid,6.14824,0.14823996241222837,4,0,0.02470666040203806,6.0
7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,12.2,6,1,White,Mid,6.570342,0.5703418718887825,5,2,0.09505697864813041,7.0
7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,3.16,0.37,11.7,7,1,White,Mid,6.239361,-0.7606391929031178,3,2,-0.10866274184330253,6.0
7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8,1,White,High,6.9062486,-1.0937514214206194,2,4,-0.13671892767757743,7.0
7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,6,1,White,Mid,5.704037,-0.2959626751680231,4,1,-0.04932711252800385,6.0
7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,1,White,Mid,5.696525,-0.3034748831518961,4,1,-0.05057914719198268,6.0
7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6,1,White,Mid,6.068034,0.06803434721239476,4,0,0.01133905786873246,6.0
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7,1,White,Mid,6.686439,-0.3135609032842721,3,1,-0.04479441475489602,7.0
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7,1,White,Mid,6.686439,-0.3135609032842721,3,1,-0.04479441475489602,7.0
7.0,0.25,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,11.0,6,1,White,Mid,6.0521245,0.05212457376615465,4,0,0.008687428961025775,6.0
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,1,White,Mid,6.0921044,-0.9078955812167635,2,3,-0.12969936874525193,6.0
7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.99432,3.11,0.34,10.9,6,1,White,Mid,6.088743,0.08874300172066807,4,0,0.014790500286778011,6.0
7.0,0.27,0.48,6.1,0.042,60.0,184.0,0.99566,3.2,0.5,9.4,6,1,White,Mid,5.5296707,-0.4703290880240285,3,1,-0.07838818133733809,6.0
7.0,0.28,0.28,1.4,0.039,12.0,83.0,0.99173,3.18,0.65,11.1,5,1,White,Low,5.70315,0.703149579041316,6,2,0.1406299158082632,6.0
7.0,0.28,0.32,7.75,0.032,30.0,114.0,0.99158,3.12,0.64,12.8,7,1,White,Mid,7.055828,0.05582828982729815,4,0,0.007975469975328307,7.0
7.0,0.28,0.36,1.0,0.035,8.0,70.0,0.9899,3.09,0.46,12.1,6,1,White,Mid,5.9192033,-0.08079680130529443,4,0,-0.013466133550882406,6.0
7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,1,White,Mid,5.959091,-0.04090887555444489,4,0,-0.006818145925740815,6.0
7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,6,1,White,Mid,5.4035907,-0.596409350384425,3,2,-0.09940155839740417,5.0
7.0,0.29,0.33,0.9,0.041,20.0,117.0,0.99048,3.21,0.5,11.4,5,1,White,Low,5.424818,0.42481788576633406,5,1,0.08496357715326681,5.0
7.0,0.29,0.37,1.6,0.035,34.0,126.0,0.99058,3.26,0.47,12.3,6,1,White,Mid,6.3693614,0.3693611638884917,5,1,0.06156019398141529,6.0
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,1,White,Mid,5.587249,-0.41275124569695976,3,1,-0.06879187428282663,6.0
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,1,White,Mid,5.587249,-0.41275124569695976,3,1,-0.06879187428282663,6.0
7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.99344,3.1,0.52,10.1,5,1,White,Low,5.297992,0.29799228407609313,5,1,0.05959845681521862,5.0
7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,7,1,White,Mid,5.925363,-1.0746370357748596,2,4,-0.15351957653926565,6.0
7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7,1,White,Mid,6.331892,-0.6681079388273563,3,2,-0.0954439912610509,6.0
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,1,White,Mid,5.440511,-0.5594888332197545,3,2,-0.09324813886995909,5.0
7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,2.98,0.31,12.0,7,1,White,Mid,6.849876,-0.15012415285371805,4,0,-0.02144630755053115,7.0
7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,3.37,0.54,10.3,5,1,White,Low,5.2863426,0.28634273607866056,5,1,0.057268547215732116,5.0
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5,1,White,Low,5.032433,0.0324327982747743,4,0,0.00648655965495486,5.0
7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,6,1,White,Mid,5.5063334,-0.4936664755296647,3,1,-0.08227774592161079,6.0
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,1,White,Mid,7.009881,0.0098810340739508,4,0,0.0014115762962786857,7.0
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,1,White,Mid,7.009881,0.0098810340739508,4,0,0.0014115762962786857,7.0
7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,7,1,White,Mid,6.9401917,-0.059808052297629644,4,0,-0.00854400747108995,7.0
7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7,1,White,Mid,6.337942,-0.6620577056189587,3,2,-0.09457967223127982,6.0
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,6,1,White,Mid,6.142262,0.1422621288424919,4,0,0.023710354807081984,6.0
7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64,12.5,6,1,White,Mid,6.6715717,0.6715718407638063,5,2,0.11192864012730104,7.0
7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,1,White,Mid,6.0517063,0.051706121549314865,4,0,0.008617686924885811,6.0
7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,1,White,Low,5.093679,0.09367892436058067,4,0,0.018735784872116135,5.0
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,5,1,White,Low,5.190698,0.19069835045854244,5,0,0.03813967009170849,5.0
7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,6,1,White,Mid,5.08078,-0.9192199211824521,2,3,-0.15320332019707536,5.0
7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.9923,3.35,0.38,11.0,5,1,White,Low,5.7713494,0.7713494885309311,6,2,0.1542698977061862,6.0
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5,1,White,Low,5.128678,0.1286780038213271,4,0,0.02573560076426542,5.0
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5,1,White,Low,5.128678,0.1286780038213271,4,0,0.02573560076426542,5.0
7.0,0.36,0.14,11.6,0.043,35.0,228.0,0.9977,3.13,0.51,8.9,5,1,White,Low,5.16241,0.16240976504338178,4,0,0.03248195300867636,5.0
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,0,Red,Mid,5.564909,-0.4350907953604386,3,1,-0.0725151325600731,6.0
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,8,1,White,High,6.9658284,-1.0341714340539658,2,3,-0.12927142925674573,7.0
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,6,1,White,Mid,6.0492163,0.04921604054251283,4,0,0.008202673423752138,6.0
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,6,1,White,Mid,6.0492163,0.04921604054251283,4,0,0.008202673423752138,6.0
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6,0,Red,Mid,6.0062366,0.006236700256376793,4,0,0.0010394500427294655,6.0
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,1,White,Low,5.007911,0.007910969832090942,4,0,0.0015821939664181883,5.0
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,0,Red,Low,5.2558537,0.2558537608707887,5,0,0.051170752174157744,5.0
7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,6,0,Red,Mid,6.0352883,0.03528818976625203,4,0,0.0058813649610420056,6.0
7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,0,Red,Mid,6.0154963,0.015496418723610184,4,0,0.0025827364539350306,6.0
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,1,White,Low,5.082773,0.08277313391710628,4,0,0.016554626783421254,5.0
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,1,White,Low,5.082773,0.08277313391710628,4,0,0.016554626783421254,5.0
7.0,0.45,0.34,2.7,0.082,16.0,72.0,0.998,3.55,0.6,9.5,5,0,Red,Low,5.258222,0.2582219349649657,5,0,0.05164438699299314,5.0
7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,3.08,0.56,9.4,5,1,White,Low,5.142857,0.14285698980644845,4,0,0.028571397961289692,5.0
7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,1,White,Low,5.129028,0.1290277257985517,4,0,0.02580554515971034,5.0
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,1,White,Low,4.876956,-0.123043946362146,4,0,-0.0246087892724292,5.0
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,1,White,Low,4.876956,-0.123043946362146,4,0,-0.0246087892724292,5.0
7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,5,0,Red,Low,5.2513247,0.25132484115181697,5,0,0.050264968230363395,5.0
7.0,0.53,0.02,1.0,0.036,39.0,107.0,0.993,3.2,0.32,9.0,5,1,White,Low,4.674429,-0.32557089251685767,3,1,-0.06511417850337153,5.0
7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,3.08,0.5,12.5,8,1,White,High,6.231365,-1.7686347134284066,1,6,-0.22107933917855083,6.0
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,6,0,Red,Mid,6.0546103,0.05461034066359716,4,0,0.00910172344393286,6.0
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6,0,Red,Mid,5.564016,-0.4359840886289792,3,1,-0.07266401477149653,6.0
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7,0,Red,Mid,6.0228057,-0.9771941644828601,2,3,-0.1395991663546943,6.0
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,6,0,Red,Mid,5.5564556,-0.44354445407363485,3,1,-0.07392407567893915,6.0
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5,0,Red,Low,5.6538496,0.653849713198623,5,2,0.13076994263972458,6.0
7.0,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,3.4,0.47,9.2,4,1,White,Low,4.786039,0.7860387879857686,6,2,0.19650969699644216,5.0
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,0,Red,Mid,5.7967944,-0.20320556011684054,4,0,-0.03386759335280676,6.0
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,0,Red,Low,5.2406216,0.24062168752739233,5,0,0.04812433750547847,5.0
7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,4,1,White,Low,5.1444798,1.144479807912135,6,4,0.28611995197803375,5.0
7.0,0.62,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5,0,Red,Low,4.9823604,-0.017639849878653635,4,0,-0.003527969975730727,5.0
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,0,Red,Low,5.064775,0.06477477609165128,4,0,0.012954955218330256,5.0
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,0,Red,Mid,5.5879436,-0.4120562327165578,3,1,-0.06867603878609296,6.0
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,0,Red,Mid,5.5879436,-0.4120562327165578,3,1,-0.06867603878609296,6.0
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,0,Red,Mid,5.5879436,-0.4120562327165578,3,1,-0.06867603878609296,6.0
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5,0,Red,Low,5.2770395,0.2770393449639572,5,1,0.055407868992791445,5.0
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,0,Red,Low,5.1970396,0.1970397168690603,5,0,0.03940794337381206,5.0
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,0,Red,Mid,5.9468036,-0.05319633625535136,4,0,-0.00886605604255856,6.0
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,0,Red,Mid,5.9468036,-0.05319633625535136,4,0,-0.00886605604255856,6.0
7.0,0.69,0.08,1.8,0.097,22.0,89.0,0.9959,3.34,0.54,9.2,6,0,Red,Mid,5.3002768,-0.6997232550441757,3,2,-0.1166205425073626,5.0
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6,0,Red,Mid,5.219268,-0.7807321270643754,3,2,-0.1301220211773959,5.0
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,0,Red,Low,4.946273,0.9462726979908549,6,3,0.23656817449771372,5.0
7.1,0.09,0.3,6.2,0.032,24.0,134.0,0.993,2.99,0.39,10.9,6,1,White,Mid,6.2722244,0.27222437173725655,5,1,0.04537072862287609,6.0
7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,1,White,Mid,6.293134,-0.7068655953574599,3,2,-0.10098079933677997,6.0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5,1,White,Low,5.6915483,0.6915485804585195,6,2,0.1383097160917039,6.0
7.1,0.14,0.35,1.4,0.039,24.0,128.0,0.99212,2.97,0.68,10.4,5,1,White,Low,5.840978,0.8409781585780998,6,3,0.16819563171561996,6.0
7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,6,1,White,Mid,5.857958,-0.14204213405696464,4,0,-0.023673689009494108,6.0
7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,3.27,0.55,11.4,6,1,White,Mid,6.2799244,0.2799241765898852,5,1,0.04665402943164754,6.0
7.1,0.17,0.31,1.6,0.037,15.0,103.0,0.991,3.14,0.5,12.0,6,1,White,Mid,5.937158,-0.06284203719054293,4,0,-0.010473672865090489,6.0
7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,6,1,White,Mid,5.9092155,-0.0907844420047379,4,0,-0.015130740334122983,6.0
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,1,White,Mid,5.956729,-0.04327110706449133,4,0,-0.007211851177415222,6.0
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,1,White,Mid,5.956729,-0.04327110706449133,4,0,-0.007211851177415222,6.0
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,1,White,Mid,5.956729,-0.04327110706449133,4,0,-0.007211851177415222,6.0
7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,6,1,White,Mid,6.0982227,0.09822265090000215,4,0,0.016370441816667025,6.0
7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,6,1,White,Mid,5.9683304,-0.03166983624350017,4,0,-0.005278306040583362,6.0
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6,1,White,Mid,6.0592117,0.059211580136280695,4,0,0.009868596689380116,6.0
7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,1,White,Mid,6.6105494,-0.3894505375020083,3,1,-0.05563579107171547,7.0
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,5,1,White,Low,5.914581,0.9145808257206092,6,3,0.18291616514412185,6.0
7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,6,1,White,Mid,5.9587183,-0.04128157801949062,4,0,-0.006880263003248436,6.0
7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.99072,3.05,0.53,11.3,7,1,White,Mid,6.150316,-0.8496838653957699,2,3,-0.12138340934225285,6.0
7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,6,1,White,Mid,6.0140085,0.014008444260130481,4,0,0.0023347407100217468,6.0
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7,1,White,Mid,6.4798694,-0.5201308224489471,3,1,-0.07430440320699246,6.0
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6,1,White,Mid,5.947135,-0.05286498701121012,4,0,-0.00881083116853502,6.0
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6,1,White,Mid,5.947135,-0.05286498701121012,4,0,-0.00881083116853502,6.0
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,1,White,Mid,6.1691656,0.16916573309789218,4,0,0.028194288849648697,6.0
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7,1,White,Mid,6.357474,-0.6425260686283814,3,2,-0.09178943837548305,6.0
7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,1,White,Low,5.5693464,0.5693466198019062,5,2,0.11386932396038123,6.0
7.1,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,2.95,0.52,9.5,5,1,White,Low,5.491849,0.49184883692196113,5,1,0.09836976738439222,5.0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4,1,White,Low,5.467928,1.4679277731979106,7,5,0.36698194329947764,5.0
7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7,1,White,Mid,6.1832232,-0.8167768328813896,2,3,-0.11668240469734137,6.0
7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,7,1,White,Mid,6.2851725,-0.7148274368764476,3,2,-0.10211820526806394,6.0
7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,7,1,White,Mid,6.2851725,-0.7148274368764476,3,2,-0.10211820526806394,6.0
7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6,1,White,Mid,5.708885,-0.29111473690234746,4,1,-0.04851912281705791,6.0
7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6,1,White,Mid,5.708885,-0.29111473690234746,4,1,-0.04851912281705791,6.0
7.1,0.22,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,6,0,Red,Mid,5.9633384,-0.036661691683018915,4,0,-0.0061102819471698195,6.0
7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,6,1,White,Mid,6.5679765,0.5679765382137125,5,2,0.09466275636895209,7.0
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,1,White,Mid,6.294973,-0.7050272049898965,3,2,-0.10071817214141378,6.0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6,1,White,Mid,5.8720117,-0.12798815674833364,4,0,-0.021331359458055605,6.0
7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6,1,White,Mid,5.8720117,-0.12798815674833364,4,0,-0.021331359458055605,6.0
7.1,0.23,0.39,1.6,0.032,12.0,65.0,0.9898,3.25,0.4,12.7,7,1,White,Mid,6.2883615,-0.7116384824103594,3,2,-0.10166264034433706,6.0
7.1,0.23,0.39,13.7,0.058,26.0,172.0,0.99755,2.9,0.46,9.0,6,1,White,Mid,6.034225,0.034225198207781915,4,0,0.005704199701296986,6.0
7.1,0.24,0.34,1.2,0.045,6.0,132.0,0.99132,3.16,0.46,11.2,4,1,White,Low,4.900541,0.9005406338580295,6,3,0.22513515846450738,5.0
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,1,White,Low,5.2287064,0.22870634990947014,5,0,0.045741269981894025,5.0
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,1,White,Low,5.2287064,0.22870634990947014,5,0,0.045741269981894025,5.0
7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61,10.5,6,1,White,Mid,6.0284686,0.028468452119167154,4,0,0.004744742019861192,6.0
7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,0.52,9.1,6,1,White,Mid,5.669834,-0.33016582416169893,3,1,-0.055027637360283155,6.0
7.1,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,8,1,White,High,6.9718504,-1.0281497739937278,2,3,-0.12851872174921597,7.0
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,1,White,Low,5.1282725,0.12827247541079156,4,0,0.025654495082158314,5.0
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,1,White,Low,5.1282725,0.12827247541079156,4,0,0.025654495082158314,5.0
7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,5,1,White,Low,5.7231503,0.7231503209995047,6,2,0.14463006419990093,6.0
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,6,1,White,Mid,5.920148,-0.07985224645048561,4,0,-0.013308707741747602,6.0
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,6,1,White,Mid,5.920148,-0.07985224645048561,4,0,-0.013308707741747602,6.0
7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,6,1,White,Mid,6.4692993,0.46929945712737453,5,1,0.07821657618789575,6.0
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,1,White,Mid,6.4166746,-0.5833251546042026,3,2,-0.08333216494345752,6.0
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,1,White,Mid,6.4166746,-0.5833251546042026,3,2,-0.08333216494345752,6.0
7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,8,1,White,High,6.9486985,-1.0513015528953735,2,3,-0.1314126941119217,7.0
